Song,Key,Mode,Danceability,Energy,Valence,Tempo,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,T-Anger,T-Fear,T-Joy,T-Sadness,T-Analytical,T-Confident,T-Tentative,Mood
Hope by Jack Johnson,9,0,0.676,0.576,0.587,172.907,0.157,0.235,1.0,0.183,0.069,0.082,0.312,0.235,0.128,0.176,0.08,0.3,0.0,0.6485810000000001,0.0,0.0,0.0,0.0,0.0,relaxed
More Than You Know by Jane Monheit,2,0,0.573,0.14,0.329,73.108,1.0,0.811,0.168,0.176,0.311,0.306,0.477,0.456,0.636,0.663,0.815,0.331,0.0,0.0,0.736355,0.0,0.0,0.59538,0.0,relaxed
I Wanna Be Loved By You by Marilyn Monroe,5,1,0.376,0.297,0.584,126.528,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.7510439999999999,0.0,0.0,0.0,0.8701049999999999,happy
Distant Lights by Burial,10,0,0.732,0.452,0.205,127.546,0.056,0.084,0.837,0.334,0.054,0.152,0.088,1.0,0.464,0.036,0.02,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Sadness Is a Blessing by Lykke Li,0,1,0.313,0.733,0.49,119.891,0.385,0.696,0.643,0.663,1.0,0.956,0.956,0.935,0.546,0.567,0.174,0.044,0.0,0.0,0.0,0.8778590000000001,0.0,0.0,0.0,sad
I Told You So by Carrie Underwood,8,1,0.423,0.522,0.236,147.745,1.0,0.986,0.855,0.798,0.748,0.752,0.669,0.646,0.461,0.481,0.282,0.35,0.0,0.0,0.0,0.783532,0.0,0.0,0.698156,sad
Will You Marry Me by Lenny Kravitz,0,1,0.522,0.889,0.924,123.736,1.0,0.856,0.582,0.571,0.481,0.47,0.415,0.421,0.391,0.391,0.367,0.031,0.0,0.0,0.767936,0.0,0.0,0.0,0.0,happy
The Needle Lies by Queensryche,0,1,0.534,0.991,0.217,118.089,1.0,0.72,0.276,0.198,0.182,0.17,0.27,0.483,0.406,0.416,0.381,0.499,0.0,0.8627030000000001,0.0,0.0,0.0,0.512251,0.0,angry
The Cry of Mankind by My Dying Bride,1,0,0.256,0.831,0.161,152.127,0.914,1.0,0.977,0.87,0.885,0.916,0.869,0.81,0.777,0.619,0.491,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.8082020000000001,sad
7 Things by Miley Cyrus,1,0,0.59,0.903,0.542,107.023,0.179,0.162,0.131,0.121,0.532,0.163,0.181,0.112,0.232,0.122,0.306,1.0,0.0,0.0,0.0,0.608472,0.0,0.0,0.878342,happy
Vaca que cambia de querencia by Juana Molina,0,1,0.445,0.0133,0.589,118.237,0.021,0.021,0.05,0.024,0.005,0.007,0.027,0.167,0.098,1.0,0.419,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
If You're Not Scared by K's Choice,5,1,0.486,0.788,0.657,81.949,0.907,0.804,0.908,0.826,0.497,1.0,0.467,0.467,0.541,0.436,0.553,0.54,0.0,0.0,0.0,0.787716,0.0,0.0,0.606057,sad
Sunworshipper by Mylo,11,0,0.692,0.606,0.862,77.528,0.322,0.674,0.138,0.05,0.278,0.264,0.834,1.0,0.367,0.131,0.039,0.096,0.0,0.0,0.0,0.0,0.0,0.898523,0.0,relaxed
Singin' In The Rain by Jamie Cullum,5,0,0.639,0.562,0.355,88.58,0.926,1.0,0.107,0.078,0.041,0.043,0.029,0.023,0.013,0.017,0.014,0.182,0.0,0.0,0.905524,0.0,0.0,0.0,0.698156,relaxed
I Am the Fly by Wire,4,1,0.664,0.915,0.518,118.769,0.985,1.0,0.443,0.416,0.349,0.305,0.244,0.185,0.201,0.121,0.127,0.772,0.0,0.0,0.0,0.0,0.51064,0.0,0.8653879999999999,angry
Livin' La Vida Loca by Ricky Martin,1,0,0.425,0.954,0.933,178.043,1.0,0.945,0.765,0.815,0.704,0.732,0.697,0.583,0.533,0.547,0.542,0.24,0.0,0.0,0.541643,0.0,0.0,0.0,0.0,happy
Limo Wreck by Soundgarden,7,1,0.352,0.808,0.236,137.875,1.0,0.39,0.443,0.453,0.683,0.229,0.26,0.748,0.307,0.297,0.281,0.345,0.0,0.0,0.0,0.5552729999999999,0.0,0.0,0.0,sad
Bitter Sweet by Sopor Aeternus & The Ensemble Of Shadows,0,1,0.432,0.73,0.18,113.639,0.588,1.0,0.95,0.934,0.907,0.906,0.346,0.344,0.186,0.184,0.459,0.307,0.0,0.0,0.0,0.811253,0.0,0.922197,0.0,sad
Nosferatu by Blue Öyster Cult,0,1,0.362,0.765,0.398,97.844,0.929,1.0,0.619,0.593,0.744,0.724,0.535,0.667,0.34,0.328,0.411,0.139,0.0,0.7817649999999999,0.0,0.0,0.0,0.641705,0.0,angry
My Evil Plan To Save The World by Five Iron Frenzy,0,1,0.675,0.87,0.791,107.45,0.904,1.0,0.695,0.67,0.61,0.53,0.403,0.414,0.601,0.606,0.913,0.391,0.0,0.0,0.0,0.0,0.0,0.722398,0.0,happy
I Know It's True but I'm Sorry to Say by Violent Femmes,0,1,0.36,0.411,0.237,171.401,1.0,0.965,0.514,0.506,0.509,0.509,0.518,0.527,0.529,0.528,0.52,0.107,0.0,0.0,0.766288,0.0,0.686385,0.0,0.698156,sad
Kielbasa by Tenacious D,0,1,0.506,0.666,0.595,100.846,1.0,0.914,0.048,0.011,0.011,0.012,0.023,0.197,0.093,0.029,0.158,0.042,0.552327,0.0,0.6066229999999999,0.0,0.0,0.0,0.0,happy
Sleepers by Saosin,2,0,0.282,0.977,0.337,183.916,0.074,0.089,0.168,0.092,0.297,0.092,0.085,0.462,0.364,1.0,0.108,0.076,0.0,0.0,0.0,0.0,0.0,0.722398,0.0,angry
Potters Field by Anthrax,11,0,0.337,0.947,0.135,96.165,1.0,0.937,0.202,0.192,0.185,0.196,0.191,0.186,0.154,0.108,0.11,0.223,0.0,0.0,0.0,0.606038,0.0,0.0,0.0,angry
Little Bombs by Aimee Mann,7,1,0.595,0.54,0.465,97.023,0.471,0.455,0.24,0.222,0.416,0.473,0.443,0.411,0.689,1.0,0.801,0.399,0.0,0.0,0.0,0.0,0.0,0.0,0.872927,sad
The Red by Chevelle,1,0,0.509,0.843,0.332,140.055,0.539,0.765,0.644,0.766,0.626,0.747,1.0,0.635,0.456,0.373,0.671,0.343,0.0,0.673746,0.0,0.0,0.0,0.6633,0.0,angry
Blue Sky by Jason Collett,5,1,0.688,0.33,0.311,72.61,0.278,0.148,0.005,0.005,0.016,0.03,0.044,0.01,0.011,1.0,0.477,0.022,0.0,0.0,0.0,0.727338,0.0,0.0,0.0,relaxed
All My Friends (John Cale's Version) by LCD Soundsystem,2,1,0.607,0.921,0.574,142.554,1.0,0.918,0.5,0.498,0.533,0.558,0.6,0.612,0.621,0.619,0.591,0.109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Bushes And Briars by Sandy Denny,2,1,0.713,0.399,0.516,131.6,0.954,0.984,1.0,0.964,0.872,0.604,0.417,0.307,0.38,0.424,0.481,0.693,0.0,0.0,0.597773,0.0,0.0,0.0,0.626556,sad
Punk Rock Superstar by Marcy Playground,9,1,0.525,0.908,0.622,149.963,1.0,0.889,0.265,0.359,0.425,0.468,0.453,0.375,0.459,0.497,0.636,0.46,0.0,0.0,0.659752,0.0,0.0,0.0,0.0,happy
Le Vieil Amant by Emilie Simon,0,0,0.603,0.4,0.218,135.999,1.0,0.557,0.506,0.441,0.44,0.524,0.495,0.538,0.492,0.6,0.681,0.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
Your Master Is Calling by Pink Turns Blue,11,0,0.491,0.733,0.791,152.129,0.077,0.154,0.086,0.073,0.401,1.0,0.486,0.155,0.121,0.049,0.056,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Clear My Head by IVY,9,1,0.489,0.423,0.327,150.077,1.0,0.564,0.477,0.459,0.339,0.315,0.514,0.448,0.428,0.39,0.227,0.154,0.0,0.0,0.0,0.729179,0.916623,0.8765629999999999,0.0,relaxed
A Sunday Kind Of Love by Etta James,2,0,0.421,0.285,0.402,85.861,1.0,0.987,0.143,0.103,0.084,0.091,0.11,0.108,0.095,0.072,0.066,0.164,0.0,0.0,0.687034,0.0,0.0,0.0,0.973205,relaxed
Lonely This Christmas by Mud,0,1,0.551,0.325,0.496,98.932,0.94,1.0,0.915,0.775,0.66,0.587,0.51,0.485,0.572,0.709,0.775,0.845,0.0,0.0,0.0,0.933394,0.0,0.0,0.0,sad
Everybody Knows That You Are Insane by Queens Of The Stone Age,0,1,0.468,0.452,0.35,89.972,0.451,0.576,1.0,0.842,0.532,0.883,0.425,0.534,0.635,0.418,0.564,0.848,0.0,0.0,0.0,0.572358,0.0,0.0,0.80186,angry
These Good People by The Gathering,6,0,0.519,0.745,0.244,81.009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6687420000000001,0.8591639999999999,0.0,sad
Puto by Molotov,1,1,0.83,0.789,0.749,120.047,1.0,0.603,0.229,0.266,0.322,0.105,0.283,0.354,0.296,0.356,0.131,0.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
I Wish by Victoria Beckham,3,0,0.754,0.64,0.822,101.931,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.505691,0.0,0.551026,0.0,0.0,0.6985399999999999,happy
Dizzy by Ours,2,1,0.681,0.355,0.0791,116.263,0.217,0.552,0.564,0.56,1.0,0.987,0.663,0.655,0.161,0.149,0.14,0.102,0.0,0.0,0.0,0.517165,0.520612,0.0,0.655928,sad
Walking In Rhythm by The Blackbyrds,5,1,0.674,0.672,0.812,113.066,1.0,0.992,0.424,0.38,0.35,0.351,0.336,0.314,0.299,0.258,0.249,0.462,0.0,0.0,0.643379,0.0,0.0,0.0,0.779803,happy
Velvet Revolution by Tori Amos,6,0,0.465,0.223,0.486,98.246,1.0,0.895,0.519,0.534,0.416,0.368,0.333,0.313,0.307,0.289,0.374,0.553,0.0,0.0,0.0,0.769315,0.963306,0.0,0.50589,sad
FFF by Megadeth,7,1,0.383,0.981,0.478,185.138,1.0,0.889,0.587,0.366,0.327,0.407,0.46,0.482,0.611,0.703,0.828,0.999,0.0,0.0,0.0,0.6697529999999999,0.0,0.0,0.0,angry
Spirit in Black by Slayer,8,1,0.387,0.997,0.039,108.623,1.0,0.875,0.246,0.241,0.547,0.539,0.179,0.272,0.724,0.524,0.787,0.866,0.0,0.0,0.535821,0.0,0.0,0.0,0.810645,angry
Keep In Touch by theaudience,6,0,0.516,0.564,0.351,90.392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.571867,0.0,0.0,0.0,0.0,0.925029,relaxed
Roy Walker by Belle and Sebastian,9,0,0.557,0.673,0.683,136.077,0.712,1.0,0.836,0.829,0.768,0.764,0.902,0.902,0.803,0.802,0.654,0.577,0.0,0.0,0.7189989999999999,0.0,0.0,0.0,0.68097,happy
As the Palaces Burn by Lamb of God,10,0,0.385,0.992,0.287,104.184,0.5,1.0,0.985,0.99,0.954,0.86,0.885,0.893,0.952,0.977,0.662,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Personality Crisis by New York Dolls,7,1,0.429,0.914,0.685,155.588,1.0,0.962,0.599,0.617,0.627,0.601,0.56,0.524,0.503,0.484,0.507,0.285,0.0,0.0,0.0,0.0,0.0,0.0,0.5899340000000001,angry
Unanswered by Suicide Silence,6,1,0.329,0.993,0.378,116.461,0.353,0.677,0.649,0.481,0.541,1.0,0.695,0.563,0.482,0.763,0.686,0.437,0.6630020000000001,0.0,0.0,0.0,0.0,0.7526649999999999,0.0,angry
It's That Time Again by The Dodos,11,0,0.462,0.681,0.317,105.055,0.85,1.0,0.816,0.591,0.522,0.566,0.455,0.396,0.362,0.342,0.263,0.204,0.0,0.0,0.0,0.555847,0.0,0.0,0.0,sad
Deliver Me From Mine Enemies by Diamanda Galás,11,0,0.195,0.582,0.0382,75.974,0.614,0.702,0.72,0.762,0.704,0.823,0.885,1.0,0.814,0.705,0.612,0.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
We're Going Wrong by Cream,4,0,0.35,0.278,0.137,132.032,1.0,0.694,0.501,0.318,0.679,0.761,0.35,0.206,0.541,0.306,0.667,0.357,0.0,0.0,0.0,0.687722,0.0,0.0,0.770435,sad
Edge of the Ocean by IVY,1,1,0.614,0.656,0.697,95.531,1.0,0.965,0.327,0.281,0.248,0.24,0.218,0.194,0.178,0.149,0.145,0.369,0.0,0.0,0.658496,0.0,0.0,0.0,0.0,relaxed
Your Pretty Face Is Going to Hell by The Stooges,9,1,0.186,0.997,0.107,157.047,1.0,0.189,0.164,0.163,0.181,0.157,0.607,0.592,0.596,0.562,0.596,0.523,0.0,0.0,0.0,0.0,0.0,0.52563,0.0,angry
Worried Eyes by Eagle-Eye Cherry,2,1,0.686,0.545,0.611,76.037,1.0,0.893,0.89,0.876,0.852,0.855,0.378,0.359,0.373,0.367,0.11,0.1,0.0,0.0,0.0,0.846082,0.747663,0.0,0.8272879999999999,relaxed
It's Over by Bic Runga,10,0,0.555,0.3,0.179,126.114,0.033,0.056,0.141,0.294,1.0,0.263,0.076,0.038,0.027,0.012,0.018,0.027,0.0,0.0,0.626436,0.0,0.7386510000000001,0.0,0.949952,sad
Poetically Pathetic (Acoustic) by Amber Pacific,1,1,0.489,0.468,0.747,84.293,1.0,0.681,0.456,0.428,0.256,0.254,0.198,0.219,0.276,0.229,0.286,0.027,0.0,0.0,0.709218,0.0,0.7339,0.0,0.791927,sad
Lovely 2 C U by Goldfrapp,0,1,0.636,0.723,0.648,129.096,0.829,0.741,0.484,0.27,0.334,0.534,1.0,0.99,0.477,0.881,0.476,0.775,0.0,0.0,0.859642,0.0,0.0,0.0,0.0,happy
"The Night Santa Went Crazy by ""Weird Al"" Yankovic",3,1,0.589,0.654,0.383,120.322,0.013,0.021,0.037,1.0,0.03,0.018,0.01,0.047,0.01,0.043,0.089,0.014,0.0,0.0,0.0,0.0,0.0,0.659623,0.0,happy
Are We Still Married? by His Name Is Alive,0,0,0.618,0.35,0.682,137.3,0.432,1.0,0.374,0.395,0.357,0.386,0.418,0.245,0.262,0.273,0.237,0.426,0.0,0.0,0.0,0.0,0.0,0.0,0.966403,sad
Simarik by Tarkan,7,1,0.775,0.818,0.826,97.06,0.993,1.0,0.89,0.71,0.672,0.652,0.593,0.494,0.472,0.577,0.665,0.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Nada Valgo Sin Tu Amor by Juanes,0,1,0.601,0.643,0.387,76.979,0.99,1.0,0.399,0.37,0.337,0.338,0.325,0.296,0.267,0.213,0.202,0.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
"Kick, Push by Lupe Fiasco",5,1,0.652,0.809,0.512,94.786,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.648954,0.0,0.0,0.0,0.761129,relaxed
Thank You Very Much by Kaiser Chiefs,8,1,0.486,0.965,0.695,161.138,1.0,0.766,0.402,0.353,0.281,0.298,0.207,0.191,0.194,0.235,0.223,0.586,0.0,0.0,0.777539,0.0,0.8254319999999999,0.0,0.751891,happy
Counting Backwards by Throwing Muses,11,1,0.336,0.904,0.629,176.002,0.372,0.563,0.508,0.397,0.318,0.359,0.433,0.275,0.127,0.487,0.883,1.0,0.0,0.0,0.0,0.6382180000000001,0.747663,0.0,0.0,angry
Future Breed Machine by Meshuggah,1,1,0.454,0.97,0.157,87.968,0.455,0.444,0.667,1.0,0.678,0.432,0.455,0.406,0.352,0.715,0.891,0.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
I Luv It by Young Jeezy,9,1,0.641,0.765,0.19,91.009,0.993,0.985,0.902,0.765,0.896,0.941,0.887,1.0,0.793,0.857,0.89,0.763,0.0,0.0,0.0,0.672037,0.0,0.0,0.762676,angry
Burn by Three Days Grace,7,1,0.401,0.871,0.372,165.02,0.244,0.139,0.136,0.091,0.064,0.169,0.171,0.083,0.121,0.222,0.868,1.0,0.502694,0.0,0.0,0.0,0.0,0.0,0.0,angry
Bring the Noise by Public Enemy,4,0,0.795,0.824,0.794,110.202,1.0,0.741,0.132,0.13,0.102,0.157,0.163,0.126,0.123,0.122,0.212,0.46,0.530655,0.0,0.521095,0.0,0.0,0.589192,0.0,angry
Monday Morning by Maria Mena,2,1,0.626,0.534,0.261,99.983,1.0,0.146,0.068,0.035,0.282,0.515,0.126,0.036,0.033,0.035,0.02,0.201,0.0,0.0,0.0,0.764714,0.0,0.0,0.0,relaxed
The Wrong Nigga to Fuck Wit by Ice Cube,9,1,0.825,0.914,0.782,106.253,0.353,0.258,0.206,0.251,0.472,1.0,0.998,0.244,0.18,0.218,0.291,0.446,0.684511,0.0,0.0,0.0,0.0,0.0,0.0,angry
Am I Inside by Alice in Chains,1,1,0.399,0.211,0.0391,97.569,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.765522,0.0,0.0,0.0,sad
Ghostbusters by Ray Parker Jr.,6,0,0.779,0.717,0.789,115.384,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Hate Me! by Children of Bodom,2,1,0.439,0.977,0.415,93.986,0.845,0.723,0.779,0.947,0.735,0.683,0.79,0.762,0.741,0.889,0.793,1.0,0.0,0.0,0.0,0.623791,0.0,0.0,0.6123850000000001,angry
Olhos Certos by Detonautas Roque Clube,1,0,0.559,0.492,0.143,95.073,1.0,0.965,0.59,0.675,0.71,0.818,0.861,0.715,0.657,0.53,0.502,0.566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Gigantic by Pixies,7,1,0.385,0.707,0.786,115.174,0.349,1.0,0.357,0.22,0.729,0.202,0.355,0.2,0.227,0.756,0.389,0.183,0.0,0.0,0.6767529999999999,0.0,0.0,0.667008,0.0,happy
Day by Katatonia,7,0,0.537,0.555,0.0763,119.98,1.0,0.772,0.315,0.204,0.19,0.311,0.429,0.692,0.433,0.378,0.381,0.528,0.0,0.0,0.5775239999999999,0.0,0.0,0.502568,0.0,sad
Painter in Your Pocket by Destroyer,6,0,0.566,0.511,0.258,123.311,0.34,0.393,0.441,0.212,0.341,0.811,1.0,0.288,0.179,0.222,0.556,0.754,0.0,0.0,0.564557,0.698631,0.0,0.0,0.839217,relaxed
Belle de Jour by De-Phazz,11,0,0.63,0.85,0.648,155.972,0.078,0.028,0.072,0.038,1.0,0.248,0.165,0.112,0.025,0.022,0.035,0.093,0.0,0.0,0.0,0.0,0.0,0.0,0.947419,relaxed
Never Be the Sun by Dolores Keane,0,1,0.409,0.123,0.243,75.805,1.0,0.835,0.154,0.131,0.094,0.053,0.066,0.072,0.077,0.067,0.119,0.382,0.0,0.0,0.704626,0.0,0.0,0.0,0.959929,relaxed
Bring the Pain by Method Man,6,0,0.835,0.456,0.224,101.889,0.599,0.383,0.277,0.163,0.26,0.245,0.257,0.415,1.0,0.777,0.432,0.697,0.720274,0.0,0.0,0.0,0.0,0.0,0.0,angry
Those Three Days by Lucinda Williams,1,1,0.537,0.362,0.301,137.929,0.477,0.503,0.229,0.183,0.188,0.182,0.124,0.276,0.215,0.198,0.319,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Moto Psycho by Megadeth,0,0,0.536,0.951,0.551,127.423,0.615,0.847,0.962,1.0,0.782,0.889,0.848,0.815,0.692,0.484,0.532,0.615,0.0,0.0,0.0,0.0,0.0,0.0,0.635753,angry
Laura by Scissor Sisters,8,1,0.744,0.862,0.81,91.006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80186,happy
I Like You So Much Better When You're Naked by Ida Maria,0,1,0.486,0.934,0.765,170.007,0.897,1.0,0.349,0.383,0.318,0.673,0.414,0.423,0.347,0.226,0.185,0.637,0.0,0.0,0.0,0.0,0.0,0.0,0.568389,happy
Lovesongs (They Kill Me) by Cinema Bizarre,7,0,0.514,0.762,0.417,105.038,1.0,0.919,0.105,0.119,0.14,0.17,0.159,0.166,0.171,0.172,0.188,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Leave My Mind by Lene Marlin,0,0,0.56,0.428,0.151,92.993,0.778,0.633,0.334,0.309,0.532,0.55,0.854,0.869,1.0,0.981,0.942,0.133,0.0,0.0,0.0,0.569868,0.596122,0.87984,0.0,relaxed
You Got By by Sara Gazarek,10,1,0.539,0.238,0.322,89.616,1.0,0.758,0.259,0.148,0.276,0.247,0.408,0.462,0.692,0.644,0.717,0.282,0.0,0.0,0.0,0.0,0.0,0.0,0.849567,relaxed
Walk Believer Walk by The Black Crowes,5,1,0.296,0.529,0.458,155.856,1.0,0.983,0.719,0.724,0.73,0.712,0.671,0.663,0.601,0.598,0.512,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.600641,happy
Thank You (Falettinme Be Mice Elf Agin) by Sly & The Family Stone,9,1,0.9,0.709,0.897,105.822,0.674,0.825,0.793,0.75,1.0,0.927,0.707,0.787,0.893,0.706,0.865,0.742,0.0,0.0,0.541905,0.0,0.0,0.0,0.0,happy
The Lonely by British Sea Power,11,0,0.432,0.869,0.445,127.329,0.374,0.266,0.484,0.221,0.323,0.266,0.879,0.281,0.246,0.284,0.236,1.0,0.0,0.596072,0.0,0.0,0.0,0.906441,0.0,sad
Autumn Tactics by Chicane,10,1,0.52,0.726,0.381,122.962,0.446,1.0,0.005,0.004,0.003,0.004,0.011,0.01,0.015,0.017,0.065,0.006,0.0,0.0,0.698724,0.0,0.0,0.0,0.8979299999999999,relaxed
Under the Gun by The Sisters Of Mercy,2,1,0.498,0.573,0.447,79.059,0.006,0.005,0.034,0.014,0.004,0.004,0.005,1.0,0.262,0.005,0.004,0.019,0.0,0.0,0.8632129999999999,0.0,0.0,0.0,0.0,sad
Get Myself on Track by Audio Bullys,5,1,0.599,0.715,0.639,106.145,0.056,0.056,1.0,0.04,0.042,0.108,0.027,0.298,0.012,0.129,0.038,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
The Sleep of No Dreaming by Porcupine Tree,5,1,0.495,0.377,0.247,128.067,0.304,0.327,0.643,0.32,0.561,1.0,0.222,0.316,0.176,0.079,0.265,0.294,0.0,0.0,0.0,0.0,0.0,0.0,0.8082020000000001,sad
Lazy Girls by Jill Cunniff,2,1,0.589,0.898,0.624,170.05,0.793,0.747,0.782,0.742,0.797,0.832,0.744,0.649,0.744,0.709,0.587,1.0,0.0,0.0,0.60412,0.0,0.0,0.0,0.60858,happy
Newgrange by Clannad,9,0,0.456,0.426,0.28,80.908,0.129,0.688,0.709,0.671,1.0,0.963,0.291,0.286,0.037,0.031,0.021,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
Want by The Cure,1,1,0.387,0.813,0.233,167.851,0.414,0.566,1.0,0.752,0.278,0.236,0.386,0.745,0.648,0.292,0.411,0.49,0.0,0.0,0.647063,0.0,0.0,0.701849,0.0,sad
I'm on a Boat (feat. T-Pain) by The Lonely Island,9,0,0.639,0.705,0.39,149.959,0.86,0.865,0.95,0.926,0.96,0.899,0.904,0.994,1.0,0.979,0.984,0.959,0.57235,0.0,0.0,0.0,0.0,0.0,0.0,happy
Faithful  by Common,4,1,0.746,0.844,0.511,90.852,0.951,1.0,0.574,0.536,0.474,0.46,0.402,0.344,0.337,0.285,0.269,0.493,0.0,0.0,0.651019,0.0,0.0,0.0,0.0,relaxed
This Place Hotel by The Jacksons,4,0,0.731,0.851,0.582,97.005,1.0,0.905,0.516,0.473,0.406,0.313,0.374,0.457,0.423,0.367,0.352,0.822,0.0,0.0,0.6314029999999999,0.0,0.601256,0.0,0.0,sad
Dirge for November by Opeth,9,0,0.273,0.382,0.143,137.87,0.867,1.0,0.909,0.643,0.504,0.585,0.935,0.614,0.633,0.592,0.54,0.586,0.0,0.0,0.0,0.7666270000000001,0.0,0.952663,0.0,sad
It's A Long Way There by Little River Band,5,1,0.392,0.594,0.304,88.647,0.48,0.586,0.258,0.246,0.355,0.336,0.982,1.0,0.971,0.98,0.415,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.968739,relaxed
11:11 by Rufus Wainwright,4,1,0.327,0.477,0.248,201.271,0.423,0.468,0.701,1.0,0.868,0.806,0.613,0.304,0.386,0.297,0.858,0.827,0.0,0.0,0.0,0.5056229999999999,0.0,0.0,0.0,relaxed
Break The Ice by Britney Spears,5,0,0.712,0.911,0.85,117.533,0.967,0.808,0.255,0.235,0.16,0.235,0.15,0.19,1.0,0.624,0.16,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.671324,happy
Midnight Blue by Electric Light Orchestra,5,1,0.565,0.313,0.358,141.147,1.0,0.911,0.664,0.662,0.588,0.574,0.496,0.493,0.438,0.446,0.378,0.058,0.0,0.0,0.0,0.8161189999999999,0.0,0.0,0.0,relaxed
We're Not Deep by The Housemartins,0,1,0.695,0.818,0.972,100.833,0.504,0.686,1.0,0.871,0.722,0.803,0.769,0.569,0.703,0.752,0.468,0.507,0.0,0.0,0.0,0.0,0.767471,0.0,0.7473,happy
Disguise by Lene Marlin,3,1,0.476,0.76,0.487,169.945,0.842,0.895,0.868,0.737,0.834,1.0,0.922,0.816,0.745,0.854,0.836,0.844,0.0,0.0,0.0,0.0,0.0,0.0,0.937317,relaxed
