Song,Key,Mode,Danceability,Energy,Valence,Tempo,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,T-Anger,T-Fear,T-Joy,T-Sadness,T-Analytical,T-Confident,T-Tentative,Mood 
Your Emotions by Dead Kennedys,4,1,0.384,0.99,0.431,130.732,0.483,0.353,1.0,0.332,0.166,0.199,0.243,0.936,0.328,0.47,0.322,0.832,0.0,0.0,0.0,0.528381,0.61361,0.0,0.0,angry
Je Veux Te Voir (Club-Club Version) by Yelle,11,0,0.941,0.63,0.935,126.941,0.269,0.547,0.513,0.521,1.0,0.974,0.562,0.572,0.122,0.141,0.16,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Rip The Heart Out Of Me by Adema,10,1,0.524,0.98,0.396,104.084,0.066,0.093,0.313,0.04,0.025,0.413,0.051,0.018,0.022,0.151,1.0,0.089,0.585021,0.0,0.0,0.508278,0.0,0.0,0.692385,angry
When I Look In Your Eyes by The Romantics,8,1,0.479,0.902,0.768,155.526,1.0,0.987,0.714,0.695,0.681,0.681,0.671,0.664,0.658,0.643,0.637,0.457,0.0,0.0,0.6668970000000001,0.0,0.0,0.0,0.0,happy
Dead in Hollywood by Murderdolls,4,0,0.31,0.969,0.564,163.535,0.998,0.784,0.381,0.352,0.312,0.407,0.469,0.277,0.286,0.268,0.425,1.0,0.589337,0.0,0.0,0.0,0.0,0.6978439999999999,0.0,angry
Exploited Barmy Army by Exploited,9,0,0.681,0.533,0.524,94.376,0.579,0.419,1.0,0.99,0.632,0.829,0.467,0.522,0.373,0.464,0.484,0.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Somebody by Midge Ure,7,0,0.325,0.658,0.206,171.483,1.0,0.976,0.975,0.931,0.893,0.958,0.948,0.89,0.818,0.648,0.497,0.344,0.0,0.0,0.0,0.8436389999999999,0.765814,0.0,0.966403,sad
Remember Me by Qntal,5,0,0.206,0.502,0.0966,109.919,0.13,0.058,0.121,0.038,0.047,0.17,1.0,0.193,0.11,0.284,0.347,0.106,0.0,0.0,0.0,0.0,0.952933,0.0,0.0,sad
Gotta Serve Somebody by Bob Dylan,2,1,0.81,0.526,0.811,95.23,0.637,0.546,0.56,0.561,0.503,0.577,0.807,0.999,1.0,0.882,0.714,0.541,0.0,0.0,0.0,0.0,0.0,0.0,0.994017,relaxed
Nothing Going On by Clawfinger,9,1,0.532,0.984,0.688,142.919,1.0,0.994,0.483,0.552,0.372,0.308,0.341,0.381,0.429,0.628,0.895,0.927,0.0,0.0,0.816416,0.0,0.0,0.0,0.0,angry
Sweeter Love by Blue Six,11,0,0.898,0.494,0.926,125.997,1.0,0.595,0.237,0.246,0.197,0.38,0.528,0.345,0.68,0.695,0.985,0.14,0.0,0.0,0.926814,0.0,0.736354,0.0,0.8964120000000001,relaxed
Let It Flow by Spiritualized,7,1,0.202,0.192,0.203,113.296,0.966,1.0,0.301,0.234,0.199,0.189,0.158,0.113,0.083,0.054,0.021,0.341,0.0,0.0,0.0,0.0,0.720783,0.0,0.0,relaxed
You Burn First by Alexisonfire,8,1,0.46,0.823,0.147,121.968,0.089,0.155,0.333,1.0,0.165,0.238,0.159,0.481,0.133,0.179,0.355,0.076,0.614347,0.0,0.0,0.0,0.929739,0.0,0.797093,angry
Dirty Mack by Ice Cube,7,1,0.863,0.907,0.807,101.862,0.956,1.0,0.664,0.66,0.704,0.706,0.605,0.258,0.355,0.353,0.875,0.547,0.694448,0.0,0.0,0.0,0.0,0.0,0.647781,angry
Time for Livin' by Beastie Boys,11,0,0.283,0.923,0.569,106.266,0.486,1.0,0.67,0.671,0.411,0.374,0.414,0.406,0.182,0.252,0.455,0.334,0.0,0.0,0.0,0.0,0.0,0.680879,0.0,angry
"Sinister in a State of Hope by Loney, dear",11,1,0.471,0.45,0.0955,116.853,0.418,0.387,0.408,0.445,0.541,0.499,0.784,0.646,0.695,0.541,0.378,1.0,0.0,0.0,0.5804239999999999,0.0,0.612186,0.0,0.952443,relaxed
Squeeze Me by Kraak & Smaak,6,0,0.791,0.903,0.961,110.029,0.698,1.0,0.678,0.636,0.768,0.823,0.639,0.665,0.384,0.383,0.271,0.166,0.0,0.0,0.0,0.0,0.0,0.532529,0.0,happy
Kiss Off by Violent Femmes,4,0,0.661,0.662,0.825,87.119,1.0,0.935,0.163,0.141,0.125,0.117,0.104,0.103,0.108,0.091,0.082,0.216,0.0,0.608386,0.0,0.505243,0.0,0.0,0.0,angry
Shelter For My Soul by Bernard Fanning,0,1,0.41,0.0379,0.104,97.713,0.333,0.196,0.331,0.231,0.116,0.209,0.18,1.0,0.424,0.098,0.139,0.129,0.0,0.0,0.747794,0.0,0.0,0.79901,0.0,sad
Depression by Black Flag,1,1,0.147,0.958,0.0368,137.829,0.603,0.438,0.536,0.638,1.0,0.936,0.921,0.347,0.449,0.644,0.302,0.728,0.0,0.0,0.0,0.8543370000000001,0.0,0.571226,0.0,angry
Sweet Talkin' Woman by Electric Light Orchestra,0,1,0.609,0.611,0.916,121.836,0.961,1.0,0.631,0.702,0.719,0.696,0.755,0.458,0.56,0.512,0.53,0.492,0.0,0.0,0.0,0.506302,0.0,0.0,0.71572,happy
Nasty Girl by Vanity 6,5,1,0.904,0.429,0.857,118.037,0.662,0.711,0.6,0.416,0.522,1.0,0.612,0.544,0.602,0.514,0.588,0.639,0.0,0.0,0.0,0.0,0.0,0.0,0.597317,happy
Swim by In Flames,0,0,0.314,0.895,0.561,166.125,0.833,0.673,0.779,0.605,0.583,0.578,0.624,0.725,0.686,0.713,0.747,1.0,0.0,0.0,0.628462,0.0,0.870108,0.0,0.0,happy
Constellations by Jack Johnson,1,1,0.705,0.309,0.426,122.039,1.0,0.986,0.585,0.556,0.575,0.558,0.563,0.556,0.543,0.546,0.516,0.147,0.0,0.0,0.808116,0.0,0.0,0.0,0.936899,relaxed
Bright by Low,7,1,0.719,0.775,0.458,140.069,0.312,0.224,0.257,0.584,0.457,1.0,0.217,0.153,0.23,0.51,0.132,0.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Baby by Stephen Lynch,9,1,0.347,0.552,0.387,180.755,0.401,0.556,0.737,0.511,0.819,0.54,0.442,0.621,1.0,0.901,0.515,0.335,0.0,0.0,0.581735,0.0,0.0,0.0,0.553381,happy
Hey Dude by Beatallica,2,1,0.316,0.754,0.409,148.564,1.0,0.316,0.281,0.278,0.12,0.119,0.911,0.908,0.908,0.913,0.914,0.847,0.0,0.0,0.592201,0.0,0.0,0.0,0.0,happy
Palestina by Ministry,0,1,0.478,0.977,0.457,94.987,0.538,0.807,0.765,0.409,0.302,0.21,0.367,0.187,0.203,1.0,0.419,0.284,0.0,0.0,0.640881,0.0,0.0,0.890603,0.0,angry
You'd Be Surprised by Marilyn Monroe,10,1,0.623,0.159,0.499,98.939,0.801,0.972,0.877,0.944,0.93,1.0,0.961,0.897,0.808,0.583,0.429,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
"No Mirror, No Shadow by New Model Army",2,1,0.385,0.743,0.468,110.157,0.134,0.563,0.158,0.206,1.0,0.248,0.098,0.131,0.232,0.978,0.132,0.069,0.0,0.0,0.0,0.79242,0.0,0.0,0.835624,sad
Sly by The Cat Empire,9,1,0.558,0.673,0.826,169.07,0.241,0.204,0.214,0.183,0.269,1.0,0.143,0.121,0.124,0.132,0.132,0.134,0.0,0.0,0.756077,0.0,0.0,0.0,0.878549,happy
The Living Sea by Monkey,7,1,0.41,0.38,0.12,82.04,0.632,0.641,0.293,0.372,0.608,1.0,0.99,0.542,0.988,0.773,0.788,0.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,relaxed
I'd Rather by Luther Vandross,0,1,0.705,0.467,0.522,119.938,1.0,0.996,0.6,0.582,0.572,0.594,0.559,0.583,0.542,0.545,0.559,0.27,0.0,0.0,0.0,0.0,0.523981,0.0,0.8884110000000001,relaxed
O Pomar Das Laranjeiras by Madredeus,4,0,0.249,0.0137,0.203,178.396,0.722,1.0,0.266,0.227,0.241,0.272,0.282,0.595,0.356,0.205,0.173,0.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
I Want Your Sex by George Michael,10,0,0.812,0.6,0.8,99.189,0.695,0.116,0.093,0.024,0.017,0.239,0.097,0.013,0.045,0.02,0.438,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.762676,happy
Pussy Liquor by Rob Zombie,10,1,0.54,0.923,0.531,112.936,0.956,0.573,0.312,0.398,0.387,1.0,0.354,0.399,0.366,0.288,0.37,0.417,0.837899,0.0,0.0,0.0,0.0,0.0,0.0,angry
12 by Katatonia,6,1,0.134,0.674,0.162,69.289,1.0,0.887,0.115,0.103,0.079,0.06,0.054,0.061,0.062,0.047,0.037,0.141,0.0,0.0,0.0,0.528958,0.0,0.0,0.0,sad
Swinging On A Star by Bing Crosby,0,1,0.706,0.167,0.724,139.763,0.007,0.004,0.004,0.06,0.473,1.0,0.233,0.007,0.002,0.001,0.001,0.001,0.6245310000000001,0.0,0.0,0.0,0.0,0.0,0.944534,happy
Get Back by Ludacris,1,1,0.555,0.639,0.184,171.609,0.924,0.505,0.189,0.17,0.256,0.457,0.53,0.48,0.915,0.945,1.0,0.166,0.709843,0.0,0.0,0.0,0.0,0.0,0.687534,angry
Ifwhiteamericatoldthetruthforonedayit'sworldwouldfallapart by Manic Street Preachers,4,0,0.348,0.808,0.469,147.998,0.553,1.0,0.48,0.726,0.564,0.383,0.451,0.541,0.395,0.319,0.474,0.314,0.0,0.0,0.7817430000000001,0.0,0.0,0.0,0.0,angry
If You're Gonna Leave by Emerson Hart,1,1,0.448,0.519,0.355,154.22,0.962,1.0,0.792,0.796,0.793,0.794,0.839,0.838,0.797,0.785,0.777,0.445,0.651943,0.0,0.0,0.0,0.0,0.0,0.9504540000000001,sad
Architecture of Aggression by Megadeth,11,0,0.537,0.97,0.502,95.337,0.114,0.176,0.166,0.11,0.093,0.129,1.0,0.098,0.114,0.127,0.179,0.631,0.0,0.0,0.0,0.56911,0.0,0.670747,0.0,angry
Heart of Glass by Blondie,4,1,0.694,0.577,0.845,114.478,0.89,0.546,0.381,0.275,0.262,0.34,0.338,0.281,0.432,0.822,1.0,0.961,0.0,0.0,0.0,0.0,0.0,0.0,0.8272879999999999,happy
Impossible by The Clientele,4,1,0.439,0.707,0.563,108.905,1.0,0.639,0.081,0.067,0.045,0.02,0.009,0.029,0.036,0.034,0.031,0.12,0.0,0.0,0.0,0.5745060000000001,0.5705979999999999,0.939384,0.0,relaxed
Love Is All by The Tallest Man on Earth,2,1,0.624,0.252,0.367,107.0,0.171,0.011,0.006,0.009,0.008,0.028,0.054,0.015,0.022,0.045,0.257,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Silence Is Golden by Garbage,11,0,0.386,0.879,0.39,108.06,1.0,0.94,0.578,0.59,0.597,0.63,0.598,0.586,0.564,0.539,0.483,0.094,0.0,0.617185,0.0,0.0,0.876898,0.0,0.830009,angry
And It Stoned Me by Van Morrison,7,1,0.593,0.468,0.597,75.798,1.0,0.955,0.386,0.37,0.338,0.368,0.345,0.296,0.243,0.151,0.101,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.9030940000000001,relaxed
I'm On My Way by The Proclaimers,8,1,0.824,0.634,0.743,118.922,0.855,0.572,0.509,0.492,0.359,0.364,0.957,1.0,0.605,0.585,0.058,0.026,0.0,0.0,0.516311,0.0,0.0,0.0,0.527933,happy
My Gun Go Off by 50 Cent,7,1,0.632,0.76,0.275,84.838,0.385,0.213,0.121,0.152,0.183,0.184,0.162,0.346,1.0,0.982,0.358,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.777243,angry
Mamacita by Collie Buddz,4,0,0.593,0.84,0.775,103.384,0.039,0.05,0.111,0.251,1.0,0.121,0.04,0.152,0.049,0.038,0.054,0.264,0.0,0.0,0.8601559999999999,0.0,0.0,0.5098020000000001,0.0,happy
Coming Home by Avenged Sevenfold,1,0,0.378,0.975,0.457,178.008,0.978,0.927,0.735,0.734,0.99,0.615,0.743,0.87,1.0,0.785,0.72,0.957,0.0,0.0,0.0,0.0,0.706763,0.8400770000000001,0.0,angry
How Does It Feel by Avril Lavigne,0,1,0.646,0.583,0.339,118.055,0.867,0.826,0.8,0.875,0.91,0.895,0.879,1.0,0.879,0.892,0.928,0.936,0.0,0.5907640000000001,0.0,0.563847,0.0,0.0,0.906451,sad
Never Went to Church by The Streets,4,0,0.674,0.523,0.404,72.79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7137789999999999,0.0,0.0,0.0,0.0,0.8748049999999999,sad
Chuckie by Geto Boys,1,0,0.745,0.412,0.51,169.956,0.153,0.089,0.148,0.331,0.287,0.544,0.53,0.137,0.14,0.184,0.876,1.0,0.535248,0.0,0.0,0.503814,0.0,0.0,0.709824,angry
September by David Sylvian,6,0,0.462,0.067,0.271,36.959,0.689,0.671,0.681,0.591,0.471,0.521,0.651,0.95,1.0,0.675,0.567,0.553,0.0,0.0,0.9211370000000001,0.0,0.0,0.0,0.0,relaxed
The Tide Began To Rise by Demon Hunter,2,0,0.505,0.667,0.152,137.977,0.946,0.761,0.674,0.722,0.831,1.0,0.822,0.676,0.665,0.711,0.726,0.906,0.0,0.0,0.0,0.555579,0.0,0.0,0.0,sad
Better Left Unsaid by Lily Holbrook,1,0,0.555,0.57,0.142,132.027,0.517,0.99,1.0,0.969,0.917,0.912,0.342,0.337,0.365,0.354,0.137,0.157,0.0,0.0,0.0,0.554562,0.858201,0.0,0.9143290000000001,sad
Illusion by Creed,5,1,0.395,0.711,0.353,88.769,0.136,0.012,0.01,0.033,0.011,0.014,0.278,0.049,0.022,0.027,0.036,1.0,0.0,0.0,0.0,0.596446,0.0,0.0,0.982669,angry
Matkustaja by Egotrippi,9,1,0.488,0.615,0.686,130.05,0.142,1.0,0.119,0.172,0.245,0.204,0.787,0.218,0.294,0.109,0.295,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Don't Give Up by The Whitest Boy Alive,7,1,0.461,0.639,0.466,113.945,0.13,0.17,0.229,0.437,1.0,0.509,0.254,0.175,0.148,0.105,0.104,0.127,0.0,0.0,0.0,0.0,0.625997,0.537798,0.0,relaxed
By the Pain I See in Others by Opeth,2,1,0.3,0.555,0.0784,97.3,0.865,0.638,1.0,0.562,0.498,0.531,0.64,0.625,0.386,0.736,0.491,0.794,0.0,0.0,0.0,0.501566,0.0,0.0,0.0,sad
Better Than This by Salt The Wound,10,0,0.515,0.86,0.449,128.151,0.068,0.095,0.129,0.04,0.042,0.134,0.058,0.06,0.081,0.096,1.0,0.107,0.0,0.0,0.0,0.633947,0.0,0.9159139999999999,0.0,angry
Aces High by Iron Maiden,2,1,0.3,0.936,0.756,133.065,0.82,1.0,0.312,0.387,0.343,0.355,0.35,0.334,0.565,0.522,0.381,0.336,0.5290159999999999,0.0,0.0,0.0,0.0,0.648781,0.0,angry
The Prettiest Thing by Norah Jones,0,1,0.625,0.266,0.303,136.11,0.967,1.0,0.277,0.326,0.357,0.508,0.589,0.598,0.548,0.39,0.299,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.930321,relaxed
Written by Lamb,6,1,0.278,0.226,0.0792,88.622,0.022,0.019,0.035,1.0,0.038,0.039,0.015,0.094,0.022,0.021,0.316,0.023,0.0,0.0,0.679344,0.0,0.0,0.0,0.887842,relaxed
Rockstar by Nickleback,0,1,0.616,0.91,0.693,144.073,1.0,0.455,0.206,0.183,0.172,0.148,0.36,0.276,0.373,0.333,0.804,0.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Megalodon by Mastodon,2,1,0.268,0.982,0.366,131.2,0.979,0.517,0.49,0.492,0.255,0.271,0.809,0.788,0.853,0.838,1.0,0.842,0.0,0.0,0.0,0.0,0.0,0.0,0.71572,angry
No One Else by Natalie Walker,9,0,0.604,0.342,0.0795,99.947,1.0,0.926,0.103,0.098,0.071,0.088,0.258,0.248,0.473,0.46,0.681,0.068,0.0,0.0,0.814276,0.0,0.0,0.895883,0.0,relaxed
Country Love Song by Stephen Lynch,2,1,0.538,0.497,0.686,101.005,0.644,0.311,0.282,0.359,0.527,1.0,0.956,0.658,0.799,0.983,0.894,0.751,0.0,0.0,0.78108,0.0,0.0,0.0,0.698612,happy
Bright Red Star by Stereophonics,7,1,0.504,0.287,0.0778,122.657,0.542,1.0,0.379,0.183,0.162,0.342,0.223,0.15,0.144,0.077,0.103,0.191,0.0,0.0,0.811109,0.0,0.8798229999999999,0.0,0.841619,sad
Can Can by Bad Manners,11,1,0.734,0.76,0.913,157.173,0.388,0.205,0.115,0.272,0.2,0.129,0.363,0.182,0.096,0.168,0.18,1.0,0.0,0.0,0.577511,0.0,0.0,0.0,0.0,happy
Young by Hollywood Undead,0,0,0.522,0.931,0.367,134.103,0.948,1.0,0.659,0.61,0.65,0.644,0.607,0.498,0.548,0.454,0.474,0.717,0.0,0.0,0.0,0.720316,0.0,0.890804,0.0,angry
The Magnificent Tree by Hooverphonic,11,0,0.547,0.688,0.225,113.713,0.602,1.0,0.871,0.576,0.31,0.293,0.144,0.164,0.122,0.196,0.246,0.363,0.0,0.0,0.0,0.0,0.0,0.88533,0.0,relaxed
Quiet Place by Working for a Nuclear Free City,8,1,0.457,0.72,0.291,109.403,0.125,0.035,0.096,0.157,0.051,0.358,0.089,0.066,0.192,0.07,1.0,0.095,0.0,0.0,0.6782630000000001,0.0,0.0,0.0,0.0,relaxed
Invisible by Alison Moyet,2,1,0.652,0.605,0.72,96.808,0.733,0.774,0.685,0.359,0.305,0.298,0.497,1.0,0.867,0.381,0.28,0.432,0.0,0.0,0.0,0.5404720000000001,0.655196,0.0,0.911392,sad
We Made You by Eminem,2,1,0.924,0.853,0.67,114.003,0.586,0.376,0.423,0.199,0.581,0.354,0.891,0.647,0.821,1.0,0.414,0.334,0.0,0.683257,0.55481,0.685004,0.0,0.0,0.0,happy
I Hate The Way by Polly Scattergood,3,0,0.396,0.533,0.211,107.053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.513942,0.0,0.579304,0.622238,0.0,0.0,0.82981,sad
Wherever You Are by Ulrich Schnauss,7,0,0.545,0.748,0.275,146.348,0.81,1.0,0.89,0.733,0.655,0.613,0.66,0.785,0.833,0.754,0.752,0.813,0.0,0.0,0.0,0.770975,0.0,0.0,0.0,relaxed
We Will All Go Together When We Go by Tom Lehrer,0,1,0.626,0.325,0.641,119.965,0.665,0.477,0.373,0.211,0.362,0.27,0.224,0.167,0.251,0.222,0.624,1.0,0.0,0.0,0.0,0.7619020000000001,0.857009,0.535153,0.0,happy
The World Needs a Hero by Megadeth,4,0,0.507,0.928,0.253,107.424,0.859,1.0,0.546,0.41,0.611,0.98,0.608,0.723,0.542,0.76,0.431,0.586,0.52122,0.0,0.0,0.0,0.0,0.0,0.8864549999999999,angry
Life Is A Pigsty by Morrissey,10,0,0.541,0.82,0.146,120.003,0.194,0.196,0.219,0.095,0.072,0.053,0.045,0.111,0.101,0.075,0.668,1.0,0.0,0.0,0.561232,0.0,0.0,0.638212,0.0,sad
Agitated by Muse,2,1,0.14,0.923,0.326,171.445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.880065,0.0,angry
Fields Of Gold by Fourplay,11,0,0.766,0.473,0.424,103.989,1.0,0.95,0.889,0.772,0.637,0.618,0.589,0.522,0.449,0.328,0.279,0.211,0.0,0.0,0.665373,0.0,0.0,0.0,0.0,relaxed
Summer Nights by Rascal Flatts,2,1,0.541,0.895,0.657,102.078,0.518,0.255,0.228,0.196,0.224,0.989,0.58,0.361,0.472,0.837,1.0,0.82,0.0,0.0,0.8336629999999999,0.0,0.0,0.545859,0.0,happy
Adios Ayer by José Padilla,0,1,0.612,0.55,0.371,94.971,0.148,0.362,1.0,0.197,0.066,0.04,0.034,0.089,0.036,0.189,0.023,0.051,0.0,0.0,0.640213,0.0,0.0,0.0,0.770435,relaxed
The Breeze by Dr. Dog,9,1,0.611,0.538,0.319,90.124,0.547,0.353,0.429,0.37,0.358,0.834,0.625,0.248,0.324,0.413,0.891,1.0,0.0,0.0,0.0,0.0,0.0,0.65696,0.0,relaxed
Bees & butterflies by Girls In Hawaii,10,0,0.322,0.947,0.506,134.272,0.722,0.712,0.868,0.692,0.645,0.815,0.705,0.805,0.789,0.823,1.0,0.82,0.0,0.622199,0.0,0.0,0.0,0.950217,0.0,relaxed
Dirge Inferno by Cradle of Filth,7,1,0.505,0.993,0.349,100.06,0.465,0.758,0.786,0.783,1.0,0.854,0.507,0.538,0.306,0.321,0.141,0.131,0.0,0.0,0.0,0.558041,0.0,0.0,0.0,angry
Big Big Love (Fig. 2) by Foals,2,1,0.352,0.924,0.387,127.978,0.793,0.783,1.0,0.51,0.32,0.27,0.331,0.376,0.365,0.346,0.227,0.29,0.0,0.0,0.784464,0.0,0.0,0.598512,0.0,relaxed
Welcome Home (Sanitarium) by Metallica,0,1,0.309,0.767,0.413,97.944,0.645,1.0,0.283,0.196,0.172,0.149,0.101,0.113,0.13,0.105,0.068,0.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Little Bird by Imogen Heap,3,1,0.59,0.153,0.425,148.048,0.754,0.742,0.662,0.79,0.747,0.891,1.0,0.797,0.786,0.766,0.718,0.769,0.0,0.0,0.0,0.552725,0.0,0.0,0.881813,relaxed
Do You Know How It Feels by The Flying Burrito Brothers,2,1,0.411,0.364,0.715,109.857,0.774,0.52,0.525,0.598,0.678,0.741,0.792,0.888,0.984,0.993,1.0,0.888,0.0,0.0,0.6112850000000001,0.0,0.6437579999999999,0.0,0.920133,sad
Easier by Grizzly Bear,2,0,0.519,0.424,0.325,87.967,0.215,0.14,0.146,0.069,0.036,0.039,0.048,0.09,0.045,0.094,0.903,1.0,0.0,0.0,0.0,0.0,0.9666959999999999,0.0,0.0,relaxed
Sinners Like Me by Eric Church,1,1,0.458,0.538,0.521,139.987,0.653,0.422,0.431,0.404,1.0,0.993,0.842,0.839,0.114,0.125,0.204,0.116,0.0,0.0,0.0,0.621927,0.0,0.0,0.688854,relaxed
Roll On Down The Highway by Bachman-Turner Overdrive,7,1,0.475,0.823,0.881,138.981,0.984,1.0,0.274,0.199,0.253,0.21,0.205,0.189,0.144,0.17,0.198,0.362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,happy
Gimme All Your Lovin' by ZZ Top,5,1,0.63,0.788,0.63,120.059,1.0,0.846,0.134,0.125,0.197,0.313,0.333,0.323,0.263,0.203,0.219,0.298,0.0,0.0,0.766131,0.0,0.0,0.938707,0.0,happy
War? by System of a Down,8,1,0.365,0.939,0.527,98.646,1.0,0.96,0.593,0.581,0.681,0.757,0.775,0.686,0.586,0.578,0.505,0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,angry
Feuer Frei! by Nachtmahr,0,1,0.61,0.983,0.484,130.01,0.992,1.0,0.683,0.654,0.656,0.67,0.66,0.626,0.622,0.604,0.6,0.44,0.0,0.0,0.0,0.0,0.551743,0.0,0.0,angry
Bali Ha'i by Stacey Kent,6,0,0.337,0.11,0.132,175.981,0.476,1.0,0.504,0.335,0.539,0.497,0.45,0.622,0.332,0.218,0.14,0.25,0.0,0.0,0.697809,0.0,0.0,0.0,0.947419,relaxed
You Belong With Me by Taylor Swift,6,1,0.687,0.783,0.443,129.964,1.0,0.862,0.63,0.35,0.226,0.339,0.565,0.536,0.532,0.282,0.347,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.733641,happy
Like my very own blood by Tiger Lou,1,1,0.53,0.938,0.245,151.06,0.733,0.871,0.901,0.782,0.652,0.769,0.734,0.795,0.799,0.811,1.0,0.88,0.0,0.0,0.7247239999999999,0.0,0.0,0.792621,0.0,sad
Spiritual Law by Slayer,6,1,0.224,0.991,0.127,142.076,0.762,0.598,0.448,0.725,0.731,1.0,0.757,0.739,0.583,0.591,0.487,0.856,0.0,0.0,0.0,0.0,0.0,0.750888,0.0,angry
Stupid Girl by COLD,0,1,0.43,0.868,0.164,138.807,0.293,0.062,0.168,0.113,0.043,0.364,0.377,0.058,0.061,0.055,0.166,1.0,0.7175,0.0,0.0,0.0,0.0,0.0,0.0,angry
Torn Blue Foam Couch by Grand Archives,11,1,0.317,0.815,0.373,128.271,0.897,0.833,0.707,0.695,0.683,1.0,0.705,0.72,0.775,0.882,0.873,0.814,0.0,0.552873,0.0,0.0,0.0,0.937689,0.0,relaxed
Turu Tu Tu... by Ania,4,0,0.575,0.512,0.374,139.945,0.331,0.193,0.105,0.104,0.486,0.488,0.983,1.0,0.825,0.849,0.265,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
"New York, New York by Reel Big Fish",2,1,0.493,0.443,0.41,107.645,0.852,1.0,0.57,0.451,0.369,0.379,0.371,0.393,0.483,0.498,0.455,0.498,0.0,0.0,0.0,0.521604,0.0,0.739476,0.0,happy
Hot Girls In Love by Loverboy,9,1,0.495,0.772,0.56,153.743,0.138,0.148,0.175,0.473,0.808,1.0,0.622,0.212,0.147,0.122,0.218,0.117,0.0,0.0,0.829406,0.0,0.0,0.548588,0.0,happy
The Wandering by The Foreshadowing,4,0,0.435,0.563,0.0526,89.978,0.841,0.404,0.955,1.0,0.92,0.599,0.492,0.241,0.305,0.614,0.427,0.301,0.6753359999999999,0.0,0.0,0.0,0.0,0.0,0.5648850000000001,sad
Hurtful by Erik Hassle,7,0,0.577,0.757,0.459,118.075,0.478,0.574,0.576,0.603,0.677,0.633,0.715,0.712,0.695,0.822,0.951,1.0,0.0,0.0,0.0,0.701379,0.0,0.0,0.0,sad
Girls & Boys by Good Charlotte,3,1,0.663,0.72,0.608,135.342,1.0,0.657,0.292,0.291,0.274,0.327,0.187,0.135,0.445,0.417,0.976,0.043,0.0,0.0,0.5949399999999999,0.0,0.0,0.0,0.675327,happy
Before by Riverside,7,0,0.456,0.385,0.215,147.212,0.575,0.793,0.374,0.356,0.664,0.702,1.0,0.987,0.832,0.845,0.534,0.226,0.0,0.0,0.0,0.743111,0.0,0.0,0.9258370000000001,sad
The One For You by Saybia,8,1,0.223,0.201,0.0622,78.707,1.0,0.457,0.741,0.526,0.265,0.287,0.21,0.717,0.54,0.246,0.22,0.401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sad
Bricks And Mortar by The Jam,1,1,0.369,0.853,0.619,144.645,1.0,0.979,0.25,0.211,0.18,0.181,0.176,0.163,0.149,0.114,0.089,0.345,0.0,0.0,0.718013,0.0,0.606204,0.0,0.672523,angry
The Divine Wings Of Tragedy by Symphony X,7,1,0.424,0.955,0.327,152.317,1.0,0.867,0.879,0.638,0.334,0.366,0.301,0.613,0.801,0.405,0.331,0.66,0.0,0.0,0.0,0.90181,0.0,0.0,0.0,sad
Scentless Apprentice by Nirvana,1,1,0.31,0.83,0.617,170.568,0.258,0.138,0.099,0.091,0.434,0.467,0.93,1.0,0.573,0.561,0.199,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.948691,angry
End Of The Run by Deborah Harry,4,0,0.509,0.505,0.247,100.913,0.999,1.0,0.916,0.812,0.732,0.725,0.802,0.856,0.895,0.833,0.818,0.762,0.0,0.506981,0.0,0.552439,0.578094,0.0,0.9160459999999999,sad
Man! I Feel Like A Woman! by Shania Twain,10,1,0.657,0.639,0.674,124.882,0.695,0.864,1.0,0.869,0.795,0.781,0.702,0.612,0.682,0.909,0.872,0.804,0.0,0.0,0.639173,0.0,0.0,0.0,0.0,happy
