artist,title,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,valence,mode,mood_1
The Dubliners,Last Night's Fun / The Congress Reel,0.795,0.11,115.092,0.0554,0.862,0.848,4,0.506,2,0.972,1,Serious
Stonebank,Never Looking Back,0.973,0.12,160.063,0.084,0.000675,0.0972,4,0.57,6,0.0972,0,Aggressive
Hior Chronik,In the morning I'll be with you,0.00511,0.107,68.541,0.074,0.996,0.951,4,0.361,9,0.171,0,Peaceful
Gustav Mahler,"Symphony No. 2 in C Minor, ""Resurrection"": I. Allegro maestoso",0.0125,0.0871,79.742,0.0371,0.817,0.534,4,0.119,0,0.0734,1,
Billie Joe Armstrong,Down In The Willow Garden,0.279,0.236,95.037,0.0269,0.845,0.000106,3,0.341,6,0.0761,0,Empowering
Lost Frequencies,Are You with Me - Harold Van Lennep Piano Edit,0.296,0.1,180.126,0.043,0.894,0.0385,4,0.604,5,0.148,0,Tender
DubVision,Hollow,0.86,0.401,127.991,0.0835,0.0256,0,4,0.489,0,0.116,0,Urgent
April Kry,Get Ready to Miss Me,0.87,0.117,179.95,0.135,0.00359,0.0065,4,0.526,8,0.853,1,Excited
Lonewolf,Until the End,0.959,0.292,110.068,0.0609,7.22E-05,0.00181,4,0.485,0,0.521,1,Defiant
The Hot Sardines,Gramercy Sunset,0.0753,0.0984,87.791,0.0297,0.886,0.927,4,0.466,0,0.0877,1,Sentimental
Jax Jones,House Work - Preditah Remix,0.81,0.289,130.002,0.0811,0.311,0.000722,4,0.81,11,0.641,0,Cool
Ben Howard,Old Pine,0.373,0.163,129.429,0.0316,0.466,0.0545,4,0.412,5,0.238,1,Gritty
Basia Bulat,Gold Rush,0.771,0.0979,132.267,0.0537,0.0632,0,4,0.361,7,0.488,1,Upbeat
Alex Adair,Heaven - Elderbrook Remix,0.738,0.114,121.877,0.0497,0.0557,0.387,4,0.684,9,0.395,0,Cool
Lenny Kravitz,Ooo Baby Baby,0.679,0.116,94.697,0.0274,0.00195,0,3,0.532,7,0.618,1,Gritty
Phantom Planet,California - Tchad Blake Mix,0.789,0.0714,158.486,0.0406,0.0353,3.24E-05,4,0.398,4,0.277,1,
Green Day,Nice Guys Finish Last,0.993,0.173,93.972,0.0705,3.27E-05,0.0241,4,0.494,1,0.769,0,Defiant
Old & In The Way,Wild Horses,0.313,0.441,100.299,0.0309,0.646,0.24,4,0.45,9,0.541,1,Easygoing
Humanity's Last Breath,Detestor (feat. Jessica Currys),0.912,0.0463,150.761,0.0853,1.82E-05,0.626,3,0.219,4,0.326,0,Aggressive
Maggie Bjorklund,Dark Side of the Heart,0.211,0.0828,114.621,0.0391,0.135,0.903,4,0.382,1,0.141,0,Melancholy
John Mulaney,The Salt and Pepper Diner,0.867,0.844,80.286,0.92,0.833,0,3,0.48,4,0.448,1,Other
UZ,Magellan,0.856,0.121,145.012,0.0348,0.000767,0.884,4,0.708,11,0.24,0,Romantic
Max Bruch,"Violin Concerto No. 1 in G Minor, Op. 26: II. Adagio",0.078,0.105,133.282,0.0473,0.95,0.48,4,0.194,3,0.0397,1,Romantic
Lera Lynn,La Di Da,0.31,0.139,123.682,0.0266,0.682,0.000463,3,0.574,4,0.324,0,Brooding
Maurice Ravel,"Piano Concerto For The Left Hand In D, M. 82: 2. Allegro",0.178,0.327,138.868,0.0402,0.951,0.775,4,0.385,11,0.165,1,Serious
Elbow,lippy kids,0.194,0.0809,154.976,0.0325,0.966,0.0351,3,0.426,7,0.139,1,Melancholy
Santigold,Chasing Shadows,0.575,0.176,76.494,0.0487,0.227,1.77E-06,4,0.742,0,0.591,1,
Safe To Say,Bracelets,0.926,0.334,102.306,0.211,0.000756,0.00565,4,0.195,9,0.0384,1,Brooding
Random Hand,Play Some Ska,0.912,0.0487,128.377,0.0614,0.00947,7.08E-05,4,0.668,0,0.703,1,Rowdy
Dave Weckl,Hard-Wired,0.83,0.0829,128.785,0.0382,0.0194,0.52,4,0.375,7,0.694,0,Excited
The Arcs,Outta My Mind,0.737,0.378,131.042,0.0615,0.00936,7.76E-05,4,0.519,11,0.767,1,Urgent
Marc Romboy,Iceland - Laurent Garnier Babou's Bigger Than Ever Remix,0.876,0.0568,127.998,0.0415,1.09E-05,0.912,1,0.514,9,0.332,1,Aggressive
Howlin' Wolf,Smokestack Lightnin',0.502,0.138,146.138,0.0401,0.799,0.000116,4,0.683,9,0.507,1,Gritty
Grizzly Bear,Yet Again,0.875,0.128,136.064,0.0446,0.00345,0.00576,4,0.472,4,0.47,0,Defiant
Valerie June,Workin' Woman Blues,0.575,0.121,123.18,0.0298,0.3,0.0167,4,0.582,0,0.567,0,Gritty
blink-182,I Miss You,0.783,0.0732,110.016,0.0329,0.00103,6.06E-06,4,0.661,11,0.597,1,Cool
Henry Purcell,"The Indian Queen, Z. 630 - ed A. Pinnock, M. Laurie - Act 2: Symphony",0.104,0.179,132.526,0.0457,0.924,0.805,3,0.267,11,0.207,1,
Vangelis,Rosetta,0.18,0.124,83.003,0.0321,0.315,0.888,4,0.36,1,0.0516,0,Serious
Russell Dickerson,Yours,0.796,0.084,133.975,0.0313,0.12,0,4,0.568,11,0.544,1,Empowering
Lloyd Price,I'm Gonna Get Married,0.528,0.188,119.463,0.034,0.768,0,4,0.574,7,0.676,1,Upbeat
Benny Cassette,Be Wild,0.53,0.076,93.102,0.079,0.214,0,4,0.744,9,0.547,0,
Jethro Tull,Aqualung,0.67,0.685,122.54,0.0546,0.0321,2.76E-05,4,0.451,5,0.539,1,Upbeat
Motion City Soundtrack,Everything Is Alright,0.945,0.31,161.074,0.0957,0.000547,0,4,0.436,8,0.49,1,Defiant
Sergei Prokofiev,"Scythian Suite, Op.20 - ""Ala And Lolly"": 2. The Enemy God And The Dance Of The Spirits Of Darkness",0.352,0.578,117.632,0.037,0.843,0.691,4,0.548,0,0.329,1,
Jeff Beal,House Of Cards Main Title Season 2,0.394,0.112,99.268,0.0273,0.214,0.844,4,0.424,9,0.201,0,Somber
Miles Davis,Out Of The Blue,0.522,0.197,94.869,0.0448,0.749,0.00152,4,0.518,5,0.741,1,Lively
Savastino Contempi,Wedding Day,0.399,0.0958,92.851,0.0275,0.24,1.48E-06,4,0.496,2,0.123,1,Cool
Don Diablo,On My Mind - Radio Edit,0.941,0.412,125.986,0.0835,0.00547,0.812,4,0.578,5,0.269,0,Excited
The Ultimate Storyteller,Rip Van Winkle,0.0891,0.141,171.946,0.956,0.527,0,3,0.621,1,0.26,1,
Domenico Scarlatti,"Sonate en La Mineur, K. 54: Allegro",0.136,0.13,70.064,0.0488,0.995,0.88,3,0.188,9,0.284,0,Sophisticated
Tim Bowman Jr.,I'm Good,0.811,0.9,92.473,0.121,0.132,0,4,0.651,6,0.77,0,Yearning
Elliott Smith,King's Crossing,0.343,0.451,122.553,0.0329,0.183,0.0622,4,0.395,10,0.0601,0,Somber
BlackHawk,I Sure Can Smell the Rain,0.403,0.158,77.958,0.0266,0.226,6.03E-06,4,0.572,4,0.408,1,Empowering
Wilderado,Morning Light,0.582,0.0847,76.049,0.0285,0.00592,2.39E-05,4,0.457,9,0.325,1,Defiant
Backstreet Boys,As Long as You Love Me,0.801,0.215,98.12,0.0305,0.275,3.29E-05,4,0.804,0,0.829,1,Easygoing
Billie Holiday,Summertime,0.14,0.0976,97.692,0.0422,0.995,0.23,4,0.635,10,0.584,0,Lively
Marshmello,Find Me,0.889,0.325,142.015,0.0499,0.00012,0.000225,4,0.557,0,0.186,1,Other
Junkie XL,Maximum Effort,0.894,0.111,133.718,0.0859,0.0336,0.794,4,0.521,2,0.106,1,Aggressive
Italian Restaurant Music of Italy,Sad Italian Song,0.208,0.11,88.026,0.04,0.992,0.934,4,0.57,2,0.564,1,Melancholy
The Wanton Bishops,Waslaha,0.727,0.276,76.053,0.0402,0.0082,0.000828,4,0.46,0,0.454,1,
B.B. King,Sweet Sixteen,0.531,0.701,111.934,0.0746,0.3,0.000386,4,0.52,1,0.66,1,Stirring
Steve James,In My Head (ft. RKCB),0.788,0.194,94.326,0.157,0.297,0,4,0.459,9,0.343,0,
Bert Kaempfert,La Vie En Rose,0.337,0.0899,107.802,0.0269,0.762,0.498,3,0.367,8,0.417,1,Lively
Gucci Mane,Dirty Lil Nigga,0.495,0.106,98.962,0.162,0.24,0,4,0.815,2,0.195,1,
Tada,Gan ainm/The stormy night/Paddy Cronin's,0.455,0.0836,130.477,0.0776,0.853,0.168,4,0.716,0,0.981,1,Lively
Jacques Brel,Ne me quitte pas,0.229,0.195,104.56,0.0479,0.807,7.54E-05,4,0.428,8,0.31,0,Melancholy
Giuseppe Verdi,Aida / Act 2: Marcia,0.119,0.377,146.37,0.0476,0.868,0.826,4,0.369,5,0.234,0,Stirring
Snoop Dogg,Drop It Like It's Hot,0.628,0.102,92.063,0.216,0.169,0,4,0.892,1,0.674,1,Cool
Sergei Rachmaninoff,"Piano Concerto No. 3 in D Minor, Op. 30: III. Finale: Allegro",0.313,0.0662,104.793,0.0323,0.947,0.908,4,0.337,10,0.113,1,Serious
Zuli,Better All the Time,0.665,0.0769,173.898,0.0361,0.31,0.000234,4,0.297,0,0.123,1,
Bette Midler,The Rose,0.0971,0.122,65.346,0.0302,0.94,0,3,0.258,0,0.0798,1,Sentimental
Straight Line Stitch,Laughing In The Rearview,0.982,0.246,144.97,0.17,7.68E-05,0.000868,4,0.498,5,0.301,0,Defiant
Thousand Foot Krutch,Phenomenon,0.774,0.0469,164.008,0.0737,0.000369,2.36E-06,4,0.561,7,0.889,0,Defiant
Pearl Jam,Alive,0.83,0.255,74.992,0.0415,0.00636,9.86E-06,4,0.325,2,0.527,1,Empowering
Split Enz,I Got You,0.43,0.122,125.705,0.0367,0.0633,7.90E-05,4,0.679,2,0.827,1,Urgent
The Civil Wars,Dance Me to the End of Love - Bonus Track,0.184,0.145,110.081,0.029,0.855,0,4,0.473,9,0.288,0,Melancholy
Michael Bubl,Me And Mrs. You,0.338,0.229,117.169,0.032,0.731,0,3,0.622,10,0.604,1,Sophisticated
Warm Brew,I Swear (feat. Buddy),0.656,0.0541,173.814,0.447,0.261,0,4,0.63,2,0.569,1,Cool
Mammoth Storm,Vultures Prey,0.772,0.302,115.027,0.0407,0.0827,0.513,4,0.402,3,0.166,1,Defiant
Michael Kiwanuka,One More Night,0.761,0.146,107.805,0.0256,0.0145,0.000133,4,0.685,6,0.944,0,Upbeat
Buffalo Springfield,For What It's Worth,0.519,0.101,98.883,0.0497,0.406,0.0209,4,0.653,2,0.823,1,Tender
John South,Never Let Me Go - Chill Version,0.329,0.108,115.006,0.0273,0.741,0.413,4,0.545,9,0.0689,0,Sentimental
Bush,Glycerine,0.269,0.0989,114.194,0.0337,0.0586,0.0024,4,0.442,5,0.0849,1,Brooding
Fiona Apple,Every Single Night,0.195,0.226,125.949,0.0603,0.859,0,4,0.687,0,0.414,1,Melancholy
Polish National Radio Symphony Orchestra,Symphony No. 3,0.07,0.201,102.053,0.0432,0.948,0.576,3,0.186,1,0.0371,1,Serious
Giuseppe Verdi,Aida: Ballet,0.257,0.0722,76.925,0.0445,0.908,0.795,4,0.331,5,0.289,0,Serious
"""Weird Al"" Yankovic","Amish Paradise (Parody of ""Gangsta's Paradise"" by Coolio)",0.532,0.405,82.117,0.117,0.0763,0,4,0.738,8,0.435,1,Defiant
The Struts,Kiss This,0.966,0.169,186.018,0.116,0.00104,0.00348,4,0.43,8,0.808,1,Rowdy
Sofia Carson,"Rotten to the Core - From ""Descendants: Wicked World""",0.807,0.328,128.048,0.079,0.239,0,4,0.74,11,0.824,0,Urgent
Arty,Last Kiss,0.444,0.0871,104.999,0.0491,0.612,0.878,4,0.642,9,0.0788,0,Sensual
Junior Kelly,Rasta Should Be Deeper,0.803,0.319,72.385,0.0617,0.0366,0,4,0.734,2,0.776,0,Cool
12th Planet,Light Up (feat. Elan Atias) - Original Mix,0.851,0.344,144.988,0.145,0.000125,0.024,4,0.717,6,0.114,1,Aggressive
Adam X,Farebeat,0.952,0.0672,121.714,0.0852,0.0269,0.000292,4,0.808,9,0.0612,1,Energizing
Bon Iver,Holocene,0.304,0.126,147.989,0.0302,0.943,0.303,4,0.375,1,0.151,1,Romantic
Cathy Davey,In He Comes,0.491,0.105,90.055,0.023,0.669,1.14E-06,4,0.714,6,0.597,1,Sensual
Kid Cudi,Surfin',0.691,0.181,130.007,0.0452,0.111,0.00483,4,0.811,2,0.846,1,
Klyne,Water Flow,0.423,0.105,104.994,0.032,0.664,0.442,4,0.786,1,0.243,1,
Eric Bent,Georgy Porgy (feat. Faith Evans),0.695,0.297,96.285,0.108,0.00627,0.0003,4,0.722,11,0.828,0,Cool
James Blake,I Need A Forest Fire,0.309,0.105,129.011,0.0438,0.671,0.84,4,0.415,2,0.0386,1,Brooding
Centinex,Generation of Flies,0.988,0.315,146.056,0.0579,9.47E-05,0.000184,4,0.515,4,0.251,0,Aggressive
Benny Benassi,Danceaholic,0.771,0.0303,128.008,0.0555,0.000591,0.83,4,0.777,2,0.524,1,Energizing
Simon McBride,Don't Be a Fool,0.878,0.146,118.001,0.0396,0.112,0.0282,4,0.604,6,0.718,1,Urgent
Clark,Herzog,0.657,0.513,180.218,0.0936,0.461,0.571,5,0.225,5,0.0668,0,Somber
Funklow.,Don't Fake the Funk.,0.877,0.231,125.037,0.0364,0.0157,0.086,4,0.7,9,0.26,0,Sensual
Giovanni Battista Pergolesi,"Concerto for Flute, Strings, and Continuo in G: 1. Spiritoso",0.175,0.553,111.796,0.0597,0.975,0.799,4,0.597,2,0.856,1,Tender
Chris Lane,For Her,0.904,0.173,150.004,0.0357,0.0993,0,4,0.51,6,0.542,1,Upbeat
Sondar,Ready,0.557,0.0923,81.024,0.0736,0.631,0,4,0.627,6,0.735,1,Cool
EDEN,2:09,0.246,0.0747,159.969,0.0398,0.984,0.919,4,0.347,0,0.0304,1,
Ivan & Alyosha,I Was Born to Love Her,0.721,0.205,110.871,0.0291,0.354,8.34E-06,4,0.588,0,0.182,1,Empowering
Frank Sinatra,When You're Smiling (The Whole World Smiles With You) - 1998 Digital Remaster,0.329,0.29,79.054,0.0475,0.436,0,4,0.565,10,0.702,0,Sophisticated
Bad Suns,Cardiac Arrest,0.88,0.0539,94.011,0.042,0.0521,0.000717,4,0.616,1,0.757,1,Sensual
G.NA,Mind-Sync,0.754,0.103,132,0.0401,0.643,0,4,0.665,7,0.345,1,Empowering
Ashcloud,Children of the Chainsaw,0.994,0.343,120.062,0.166,7.07E-05,0.992,4,0.4,9,0.0369,1,Aggressive
Beyonc,"Me, Myself and I",0.458,0.137,83.61,0.0803,0.226,3.25E-05,4,0.75,1,0.53,1,Sensual
Isobel Anderson,Waiting For You,0.3,0.182,120.568,0.0327,0.565,0.00166,4,0.342,2,0.141,1,Brooding
Marilyn Manson,mOBSCENE,0.948,0.207,130.072,0.0892,6.14E-05,0.00042,4,0.548,2,0.404,1,Aggressive
The Wombats,Be Your Shadow,0.965,0.146,125.043,0.064,0.0251,1.12E-06,4,0.636,2,0.531,0,Brooding
Black Rob,Whoa!,0.705,0.321,86.404,0.24,0.0579,0,4,0.736,7,0.542,1,Cool
Brothers Osborne,21 Summer,0.894,0.102,112.012,0.0349,0.0252,4.80E-05,4,0.649,2,0.603,1,Upbeat
Hector Berlioz,"Grande messe des morts, Op. 5, ""Requiem"": Lacrimosa",0.181,0.257,127.682,0.0395,0.976,0.104,4,0.202,0,0.105,1,Serious
Germaine Tailleferre,Concerto pour piano,0.245,0.246,105.351,0.0324,0.992,0.885,4,0.459,2,0.504,1,Serious
John Coltrane,Mr. Day,0.532,0.129,113.167,0.0534,0.765,0.16,4,0.496,11,0.678,1,Sentimental
Inter Arma,Transfiguration,0.828,0.159,88.116,0.0639,0.00125,0.648,4,0.188,6,0.121,1,Aggressive
Mat Zo,Like It Used To Be,0.558,0.255,91.929,0.0716,0.431,0.785,1,0.62,7,0.126,1,
MS MR,Hurricane,0.68,0.247,89.938,0.0357,0.231,0.000179,4,0.564,2,0.252,1,Yearning
Thriftworks,Terry's Big Dab,0.759,0.0956,139.811,0.261,0.197,0.000935,4,0.575,10,0.644,0,Energizing
Local Natives,Wide Eyes,0.86,0.251,123.12,0.0397,0.00131,0.25,4,0.528,11,0.495,0,Brooding
Hopeton Lewis,Express Yourself,0.506,0.196,82.718,0.119,0.328,0.17,4,0.768,1,0.924,1,Cool
Krewella,Beggars,0.944,0.0919,150.105,0.0915,0.00576,0,4,0.534,3,0.446,0,Energizing
pothOles,Chauma - Original Mix,0.844,0.367,99.994,0.0352,0.0129,0.801,4,0.609,11,0.769,1,Brooding
Ludwig van Beethoven,"Beethoven: Symphony No. 3 in E-Flat Major, Op. 55, 'Eroica': I. Allegro con brio",0.0677,0.288,82.097,0.0388,0.951,0.775,3,0.247,3,0.15,1,Peaceful
Wet,Don't Wanna Be Your Girl,0.182,0.134,129.937,0.039,0.78,0.0222,4,0.563,0,0.112,1,Sentimental
Tulla Cil Band,Cooley's/The Cup Of Tea/The Wise Maid (Reels),0.51,0.349,114.571,0.0582,0.941,0.062,4,0.542,4,0.942,0,Tender
Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)",0.619,0.0492,108.826,0.0323,0.0514,0,4,0.67,0,0.811,0,Upbeat
Frdric Chopin,"Polonaise No. 6 in A-Flat Major, Op. 53 ""Heroic""",0.498,0.704,79.023,0.0533,0.981,0.864,3,0.228,8,0.358,1,Stirring
The Strokes,New York City Cops,0.855,0.327,107.968,0.0371,0.0749,3.41E-05,4,0.523,0,0.465,1,Brooding
Dillon Francis,Need You,0.925,0.547,111.961,0.196,0.00171,0.0545,4,0.721,4,0.352,0,Romantic
Beth Stelling,Playboy,0.446,0.713,54.918,0.946,0.824,0,4,0.597,7,0.501,0,Other
Rihanna,Needed Me,0.325,0.0837,110.888,0.251,0.107,0,4,0.688,5,0.274,0,Sensual
Brillz,Hawt,0.989,0.46,127.972,0.154,0.00415,0.0285,4,0.64,2,0.308,1,
Rod Stewart,Have I Told You Lately [Unplugged Version],0.393,0.139,134.467,0.032,0.777,1.25E-06,4,0.461,10,0.272,1,
Sublime,Santeria,0.772,0.141,90.356,0.0427,0.0223,1.23E-06,4,0.673,1,0.578,0,Cool
Karol Szymanowski,Mythes Op.30: I. La Fontaine d'Arthuse,0.0877,0.0447,91.867,0.0479,0.98,0.0293,3,0.167,1,0.0322,1,Serious
Wolfgang Amadeus Mozart,"La Clemenza di Tito: Atto secondo, scena XV. No.23 Rondo Vitellia ""Non pi di fiori""",0.0843,0.174,73.044,0.0731,0.986,0.00232,3,0.274,5,0.0779,1,
Cereus Bright,River Run,0.592,0.14,159.866,0.0752,0.175,0.000334,4,0.574,0,0.21,1,Gritty
The Black Eyed Peas,I Gotta Feeling,0.748,0.34,127.965,0.0264,0.0823,0,4,0.741,0,0.616,1,Empowering
Jerome Price,Rudeboy,0.962,0.0955,122.998,0.0608,0.00161,0.821,4,0.598,6,0.826,0,Energizing
Tal Farlow,Taking A Chance On Love,0.297,0.115,111.304,0.0549,0.964,0.939,4,0.563,7,0.663,0,Gritty
Chris Botti,The Very Thought Of You,0.0537,0.0973,75.63,0.0383,0.97,0.0382,4,0.328,5,0.157,1,Sentimental
BANNERS,Start A Riot,0.723,0.117,144.026,0.0328,0.0117,0,4,0.528,10,0.358,0,Yearning
Lucie Silvas,Letters To Ghosts,0.678,0.124,96.007,0.0277,0.0829,0,4,0.63,6,0.412,1,Urgent
Ramones,Rock 'N' Roll High School - Remastered,0.87,0.0512,188.853,0.126,0.0183,0,4,0.499,0,0.9,1,Urgent
CHVRCHES,Clearest Blue,0.832,0.0648,123.03,0.0333,0.017,0.00186,4,0.641,1,0.164,1,Excited
Prom,Let It Out,0.802,0.179,99.992,0.0319,0.00202,0.522,4,0.549,2,0.296,1,Excited
Erik Enocksson,The Joy of D.H. Lawrence,0.162,0.0965,114.356,0.0538,0.85,0.892,4,0.783,9,0.201,0,Peaceful
Earl Hooker,Blue Guitar,0.325,0.122,68.804,0.0305,0.763,0.912,4,0.515,9,0.544,0,Gritty
Neneh Cherry,Buffalo Stance - 12'' Version,0.627,0.338,107.248,0.0614,0.0113,3.13E-05,4,0.708,1,0.773,1,Energizing
Bro Safari,Reality (feat. Sarah Hudson),0.53,0.147,149.985,0.0447,0.514,0.00511,4,0.449,3,0.11,0,Somber
Banks,Gemini Feed,0.644,0.144,101.997,0.084,0.177,0.000423,4,0.767,11,0.532,0,Urgent
Edvard Grieg,"Grieg: Lyric Pieces, Op. 54 (Book 5): No. 4 Notturno",0.0155,0.0733,66.298,0.0537,0.99,0.851,3,0.297,0,0.0331,1,Serious
Avantasia,Farewell,0.645,0.185,98.679,0.0267,0.00388,0,3,0.457,11,0.149,1,Defiant
Creedence Clearwater Revival,Up Around The Bend,0.85,0.305,130.271,0.0344,0.065,0.63,4,0.583,2,0.856,1,Excited
Viktoria Tolstoy,Midnight Sun,0.246,0.109,119.474,0.0353,0.834,2.95E-05,4,0.482,7,0.061,1,Sophisticated
Johann Schobert,"Quatuor en fa mineur, Op. 7, No. 2: I. Andante",0.159,0.116,122.99,0.0442,0.966,0.2,4,0.318,4,0.218,0,Melancholy
Streetlight Manifesto,"Day In, Day Out",0.915,0.299,143.016,0.225,0.00115,0,4,0.377,2,0.532,1,Urgent
Band of Horses,Solemn Oath,0.742,0.137,110.03,0.032,0.00106,5.79E-05,4,0.512,4,0.35,1,Brooding
L.A. Style,James Brown Is Dead (Original Mix),0.976,0.383,130.724,0.0859,0.0013,0.787,4,0.599,0,0.502,0,Energizing
Miles Davis Quartet,Blue Haze,0.316,0.08,73.054,0.0573,0.584,0,4,0.453,10,0.248,1,
Little Eva,The Locomotion,0.782,0.304,128.973,0.0574,0.709,0.0215,4,0.629,3,0.761,1,Upbeat
The Game,Red Nation,0.885,0.368,175.932,0.355,0.0938,0,4,0.412,2,0.293,1,Cool
St. Paul & The Broken Bones,All I Ever Wonder,0.603,0.169,94.582,0.0299,0.0208,4.38E-05,4,0.563,7,0.356,0,Yearning
Johann Sebastian Bach,"Johannes Passion, BWV 245, Pt. 2: 32. Arie (Ba) ""Mein teurer Heiland, la dich fragen"" - Choral ""Jesu, der du warest tot""",0.141,0.106,135.613,0.0506,0.979,0.0132,3,0.285,1,0.258,1,
Cane Hill,You're So Wonderful,0.914,0.441,88.004,0.0618,0.00203,1.75E-05,3,0.472,4,0.227,0,Defiant
Dean Martin,That's Amore - 1998 - Remastered,0.219,0.112,79.181,0.0349,0.77,0,1,0.325,9,0.537,1,Sophisticated
The Alan Parsons Project,Breakdown,0.719,0.102,169.951,0.0701,0.208,0.0133,4,0.365,2,0.599,1,Gritty
Xavier Dunn,Straight On Till Morning,0.508,0.175,120.079,0.0324,0.0807,0,4,0.454,5,0.112,1,Empowering
Quincy Jones,Let The Good Times Roll,0.715,0.394,106.556,0.118,0.318,1.34E-06,4,0.584,2,0.755,0,Urgent
Frank Sinatra,Someone to Watch Over Me,0.151,0.321,91.783,0.0418,0.947,9.15E-06,3,0.204,2,0.13,1,Romantic
Ellen DeGeneres,Camping And Hunting,0.846,0.968,69.643,0.944,0.914,0,4,0.484,1,0.0809,1,Other
David James,Lonely Girl,0.774,0.253,109.957,0.0275,0.0522,0,4,0.656,11,0.464,1,Empowering
Franois Couperin,Les Baricades Mistrieuses (6e ordre),0.0946,0.101,110.502,0.0365,0.99,0.933,4,0.191,10,0.352,1,Tender
Alan Walker,Spectre,0.758,0.125,127.946,0.0483,0.000875,0.331,4,0.804,4,0.435,1,Excited
Kaia Kater,Saint Elizabeth,0.279,0.0801,116.159,0.0419,0.929,0.000116,4,0.519,8,0.377,1,Easygoing
Marvin Gaye,Your Precious Love - Stereo Version,0.398,0.172,202.85,0.0341,0.277,0,3,0.402,10,0.66,1,Upbeat
Reddish Purple,Real Lies - Original Mix,0.713,0.21,121.982,0.059,0.000134,0.894,4,0.806,11,0.883,1,
Smoke Signals,Home,0.935,0.372,134.026,0.0722,6.13E-06,0.0149,4,0.443,0,0.395,1,
GladKill,Check the Pulse,0.594,0.191,140.025,0.0394,0.208,0.0406,4,0.622,3,0.192,0,Defiant
S. Carey,Fire-Scene,0.273,0.288,152.983,0.0301,0.892,0.147,4,0.497,5,0.157,1,Sentimental
Darcy James Argue's Secret Society,Transit,0.433,0.112,120.851,0.032,0.462,0.89,4,0.33,2,0.141,1,Lively
Osmo,Take Your Time (feat. Ayelle),0.768,0.126,117.959,0.0657,0.0274,2.47E-05,4,0.764,4,0.202,0,
Fazl Say,Violin Concerto '1001 Nights in the Harem': Andantino,0.127,0.089,100.195,0.0425,0.813,0.00262,4,0.259,9,0.0709,0,Serious
Ellie Goulding,Still Falling For You - Laibert Remix,0.819,0.0391,120.015,0.0313,0.0245,0.0223,4,0.687,1,0.612,1,
The Growlers,I'll Be Around,0.899,0.19,92.101,0.056,0.000833,1.10E-06,4,0.475,1,0.903,0,Defiant
Hyuna,How's This,0.917,0.0527,100.01,0.0542,0.0225,0,4,0.746,6,0.749,1,Energizing
Andrea True Connection,"More, More, More",0.76,0.215,104.244,0.0367,0.0228,0.000233,4,0.666,9,0.886,0,Yearning
King Arthur,Talking About Love,0.935,0.122,125.995,0.0336,0.00978,0.0106,4,0.682,9,0.408,0,Aggressive
New Keepers of the Water Towers,Escape Aleph Minor,0.909,0.104,173.08,0.0613,0.0113,0.288,4,0.262,10,0.0709,1,Brooding
Chantay Savage,Summer - Terry Hunter Club Mix,0.769,0.0751,122.01,0.0436,0.000907,0.113,4,0.816,11,0.736,0,
Porter Robinson,Sea Of Voices,0.439,0.071,127.311,0.0306,0.214,0.573,4,0.211,2,0.0395,1,Yearning
William Boyce,"Symphony No. 1 in B-Flat Major, Op. 2, ""New Year Ode"": I. Allegro",0.128,0.25,86.204,0.0446,0.95,0.927,4,0.43,9,0.708,1,Tender
,Go (Korean Ver.),0.431,0.0994,85.401,0.0317,0.544,0.000193,4,0.348,10,0.195,1,Excited
Sun Kil Moon,I Know Its Pathetic But That Was the Greatest Night of My Life,0.0617,0.109,139.416,0.0413,0.951,0.00048,3,0.486,3,0.592,1,Sentimental
The Dirty River Boys,Down by the River,0.832,0.257,172.81,0.229,0.0672,0,4,0.504,2,0.484,1,Urgent
Jaque Di Palma,Colourized,0.203,0.0958,148.048,0.062,0.995,0.924,4,0.675,7,0.534,1,
Pryda,Rotonda,0.794,0.0973,125.999,0.0364,0.000199,0.736,4,0.713,2,0.413,0,
Gucci Mane,Break Up (Feat. Mario & Sean Garrett),0.538,0.144,145.953,0.252,0.694,0,4,0.659,0,0.507,1,Sensual
Lindi Ortega,Run-down Neighborhood,0.874,0.322,95.999,0.064,0.131,0,4,0.542,2,0.879,1,Rowdy
Alexander Brown,Hallelujah,0.739,0.13,122.085,0.0349,0.209,0.00369,4,0.662,8,0.151,1,Fiery
Young Dubliners,Bodhran,0.878,0.112,121.812,0.0374,0.00168,0.783,4,0.567,9,0.892,1,Urgent
Gioachino Rossini,"Demetrio e Polibio / Act I / Scene 2: ""Pien di contento in seno""",0.273,0.128,96.202,0.125,0.977,0.0113,4,0.403,4,0.309,1,Tender
Rihanna,Diamonds,0.674,0.16,91.958,0.045,0.00117,0,4,0.553,11,0.382,0,Urgent
Mikls Rzsa,Love Theme - From Ben Hur,0.196,0.124,94.25,0.0416,0.846,0.279,4,0.193,5,0.0376,1,Serious
Eddie Halliwell,GO! - Radio Edit,0.918,0.469,128.003,0.0466,0.00165,0.897,4,0.638,11,0.387,0,Excited
Modest Mussorgsky,"Mussorgsky: Pictures at an Exhibition: No. 7, Bydlo",0.0117,0.117,94.569,0.0304,0.98,0.96,4,0.23,9,0.0398,1,Serious
A Tribe Called Quest,Scenario - LP Mix,0.6,0.111,101.78,0.341,0.112,0.000171,4,0.795,2,0.621,1,
